artist,track,track_url,tags,description,cluster,vibe
Queen,Killer Queen - Remastered 2011,https://www.last.fm/music/Queen/_/Killer+Queen+-+Remastered+2011,"rock, pop rock, glam rock, art rock, Garage Rock, classic rock, Psychedelic Rock, cabaret, pop, power pop","Artist Queen with song Killer Queen - Remastered 2011 tagged by:rock, pop rock, glam rock, art rock, Garage Rock, classic rock, Psychedelic Rock, cabaret, pop, power pop",2,Nostalgic
The Beatles,Let It Be - Remastered 2009,https://www.last.fm/music/The+Beatles/_/Let+It+Be+-+Remastered+2009,"gospel, classic rock, piano rock, soft rock, The Beatles, rock, soul, 70s, pop rock, Ballad","Artist The Beatles with song Let It Be - Remastered 2009 tagged by:gospel, classic rock, piano rock, soft rock, The Beatles, rock, soul, 70s, pop rock, Ballad",2,Nostalgic
Queen,We Will Rock You - Remastered 2011,https://www.last.fm/music/Queen/_/We+Will+Rock+You+-+Remastered+2011,"rock, classic rock, glam rock, hard rock, pop, 80s, 70s, I want to have sex with this song, Queen, pop rock","Artist Queen with song We Will Rock You - Remastered 2011 tagged by:rock, classic rock, glam rock, hard rock, pop, 80s, 70s, I want to have sex with this song, Queen, pop rock",0,Confident
Bon Jovi,You Give Love a Bad Name,https://www.last.fm/music/Bon+Jovi/_/You+Give+Love+a+Bad+Name,"rock, 80s, hard rock, classic rock, bon jovi, hair metal, glam rock, Get psyched, classic, 1986","Artist Bon Jovi with song You Give Love a Bad Name tagged by:rock, 80s, hard rock, classic rock, bon jovi, hair metal, glam rock, Get psyched, classic, 1986",2,Nostalgic
Guns N' Roses,Sweet Child o' Mine,https://www.last.fm/music/Guns+N%27+Roses/_/Sweet+Child+o%27+Mine,"rock, hard rock, classic rock, 80s, Guns N Roses, heavy metal, Slash, metal, guitar, Sweet Child o' Mine","Artist Guns N' Roses with song Sweet Child o' Mine tagged by:rock, hard rock, classic rock, 80s, Guns N Roses, heavy metal, Slash, metal, guitar, Sweet Child o' Mine",2,Nostalgic
AC/DC,Back in Black,https://www.last.fm/music/AC%2FDC/_/Back+in+Black,"hard rock, classic rock, rock, heavy metal, ACDC, 80s, AC/DC, Supernatural, metal, australian","Artist AC/DC with song Back in Black tagged by:hard rock, classic rock, rock, heavy metal, ACDC, 80s, AC/DC, Supernatural, metal, australian",2,Nostalgic
Survivor,Eye of the Tiger,https://www.last.fm/music/Survivor/_/Eye+of+the+Tiger,"80s, rock, classic rock, Soundtrack, rocky, hard rock, Survivor, Eye of the tiger, pop, Supernatural","Artist Survivor with song Eye of the Tiger tagged by:80s, rock, classic rock, Soundtrack, rocky, hard rock, Survivor, Eye of the tiger, pop, Supernatural",2,Nostalgic
AC/DC,You Shook Me All Night Long,https://www.last.fm/music/AC%2FDC/_/You+Shook+Me+All+Night+Long,"hard rock, classic rock, rock, 80s, ACDC, AC/DC, heavy metal, 1980, Supernatural, australian","Artist AC/DC with song You Shook Me All Night Long tagged by:hard rock, classic rock, rock, 80s, ACDC, AC/DC, heavy metal, 1980, Supernatural, australian",2,Nostalgic
Green Day,Welcome to Paradise,https://www.last.fm/music/Green+Day/_/Welcome+to+Paradise,"punk rock, punk, rock, green day, alternative, 90s, pop punk, alternative rock, american, Pop-punk","Artist Green Day with song Welcome to Paradise tagged by:punk rock, punk, rock, green day, alternative, 90s, pop punk, alternative rock, american, Pop-punk",2,Nostalgic
The Offspring,The Kids Aren't Alright,https://www.last.fm/music/The+Offspring/_/The+Kids+Aren%27t+Alright,"punk rock, rock, punk, 90s, The Offspring, alternative rock, alternative, pop punk, american, hard rock","Artist The Offspring with song The Kids Aren't Alright tagged by:punk rock, rock, punk, 90s, The Offspring, alternative rock, alternative, pop punk, american, hard rock",1,Determined
blink-182,What's My Age Again?,https://www.last.fm/music/blink-182/_/What%27s+My+Age+Again%3F,"punk rock, pop punk, punk, rock, Blink 182, 90s, alternative, alternative rock, pop, american","Artist blink-182 with song What's My Age Again? tagged by:punk rock, pop punk, punk, rock, Blink 182, 90s, alternative, alternative rock, pop, american",2,Nostalgic
Sum 41,In Too Deep,https://www.last.fm/music/Sum+41/_/In+Too+Deep,"punk rock, rock, pop punk, punk, sum 41, alternative rock, alternative, Canadian, skate punk, 2001","Artist Sum 41 with song In Too Deep tagged by:punk rock, rock, pop punk, punk, sum 41, alternative rock, alternative, Canadian, skate punk, 2001",1,Determined
Sum 41,Fat Lip,https://www.last.fm/music/Sum+41/_/Fat+Lip,"punk rock, punk, pop punk, rock, sum 41, alternative, alternative rock, skate punk, Canadian, rapcore","Artist Sum 41 with song Fat Lip tagged by:punk rock, punk, pop punk, rock, sum 41, alternative, alternative rock, skate punk, Canadian, rapcore",1,Determined
The Offspring,Pretty Fly (For a White Guy),https://www.last.fm/music/The+Offspring/_/Pretty+Fly+(For+a+White+Guy),"punk rock, rock, punk, alternative, alternative rock, 90s, The Offspring, pop punk, skate punk, fun","Artist The Offspring with song Pretty Fly (For a White Guy) tagged by:punk rock, rock, punk, alternative, alternative rock, 90s, The Offspring, pop punk, skate punk, fun",1,Determined
Green Day,Jesus of Suburbia,https://www.last.fm/music/Green+Day/_/Jesus+of+Suburbia,"punk rock, rock, punk, green day, alternative, alternative rock, pop punk, rock opera, epic, american","Artist Green Day with song Jesus of Suburbia tagged by:punk rock, rock, punk, green day, alternative, alternative rock, pop punk, rock opera, epic, american",1,Determined
Green Day,Holiday,https://www.last.fm/music/Green+Day/_/Holiday,"punk rock, rock, punk, green day, alternative, alternative rock, pop punk, american, 00s, political","Artist Green Day with song Holiday tagged by:punk rock, rock, punk, green day, alternative, alternative rock, pop punk, american, 00s, political",2,Nostalgic
Green Day,21 Guns,https://www.last.fm/music/Green+Day/_/21+Guns,"punk rock, rock, alternative rock, punk, green day, alternative, 21 guns, pop punk, american, pop","Artist Green Day with song 21 Guns tagged by:punk rock, rock, alternative rock, punk, green day, alternative, 21 guns, pop punk, american, pop",2,Nostalgic
The Offspring,Self Esteem,https://www.last.fm/music/The+Offspring/_/Self+Esteem,"punk rock, punk, rock, 90s, alternative, alternative rock, The Offspring, Grunge, hard rock, offspring","Artist The Offspring with song Self Esteem tagged by:punk rock, punk, rock, 90s, alternative, alternative rock, The Offspring, Grunge, hard rock, offspring",1,Determined
21 Savage,Runnin,https://www.last.fm/music/21+Savage/_/Runnin,"Horrorcore, trap, Metro Boomin, 21 savage, Hip-Hop, atlanta, rap, 2020, Southern Hip Hop, Gangsta Rap","Artist 21 Savage with song Runnin tagged by:Horrorcore, trap, Metro Boomin, 21 savage, Hip-Hop, atlanta, rap, 2020, Southern Hip Hop, Gangsta Rap",5,Energetic
Future,All To Myself,https://www.last.fm/music/Future/_/All+To+Myself,"future, pop rap, The Weeknd, Metro Boomin, alternative rnb, Southern Hip Hop, trap, 2024, Trap Soul","Artist Future with song All To Myself tagged by:future, pop rap, The Weeknd, Metro Boomin, alternative rnb, Southern Hip Hop, trap, 2024, Trap Soul",5,Energetic
Drake,Rich Flex,https://www.last.fm/music/Drake/_/Rich+Flex,"trap, pop rap, 21 savage, Drake, memphis rap, rap, hip hop, Southern Hip Hop, Hip-Hop, canadian rap","Artist Drake with song Rich Flex tagged by:trap, pop rap, 21 savage, Drake, memphis rap, rap, hip hop, Southern Hip Hop, Hip-Hop, canadian rap",5,Energetic
Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","https://www.last.fm/music/Ty+Dolla+$ign/_/Or+Nah+(feat.+The+Weeknd,+Wiz+Khalifa+&+DJ+Mustard)+-+Remix","The Weeknd, rap, Hip-Hop, hip hop, rnb, trap, pop rap, Wiz Khalifa, ty dolla sign, dj mustard","Artist Ty Dolla $ign with song Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix tagged by:The Weeknd, rap, Hip-Hop, hip hop, rnb, trap, pop rap, Wiz Khalifa, ty dolla sign, dj mustard",5,Energetic
J. Cole,m y . l i f e (with 21 Savage & Morray),https://www.last.fm/music/J.+Cole/_/m+y+.+l+i+f+e+(with+21+Savage+&+Morray),"trap, 21 savage, j cole, rap, pop rap, Conscious Hip Hop, Hip-Hop, 2021, morray, chipmunk soul","Artist J. Cole with song m y . l i f e (with 21 Savage & Morray) tagged by:trap, 21 savage, j cole, rap, pop rap, Conscious Hip Hop, Hip-Hop, 2021, morray, chipmunk soul",5,Energetic
Metro Boomin,Raindrops (Insane) [with Travis Scott],https://www.last.fm/music/Metro+Boomin/_/Raindrops+(Insane)+%5Bwith+Travis+Scott%5D,"travis scott, trap, Metro Boomin, 2022","Artist Metro Boomin with song Raindrops (Insane) [with Travis Scott] tagged by:travis scott, trap, Metro Boomin, 2022",6,Calm
Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],https://www.last.fm/music/Metro+Boomin/_/Niagara+Falls+(Foot+or+2)+%5Bwith+Travis+Scott+&+21+Savage%5D,"travis scott, trap, 21 savage, Metro Boomin, 2022, rap, Hip-Hop","Artist Metro Boomin with song Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage] tagged by:travis scott, trap, 21 savage, Metro Boomin, 2022, rap, Hip-Hop",5,Energetic
Drake,Fair Trade (with Travis Scott),https://www.last.fm/music/Drake/_/Fair+Trade+(with+Travis+Scott),"travis scott, Drake, Hip-Hop, rap, rnb, cloud rap, pop rap, clb, bang, 2021","Artist Drake with song Fair Trade (with Travis Scott) tagged by:travis scott, Drake, Hip-Hop, rap, rnb, cloud rap, pop rap, clb, bang, 2021",5,Energetic
JACKBOYS,OUT WEST (feat. Young Thug),https://www.last.fm/music/JACKBOYS/_/OUT+WEST+(feat.+Young+Thug),"Young Thug, travis scott, trap, JACKBOYS, Gangsta Rap, sex, Hip-Hop, duet, vibes, nostalgia","Artist JACKBOYS with song OUT WEST (feat. Young Thug) tagged by:Young Thug, travis scott, trap, JACKBOYS, Gangsta Rap, sex, Hip-Hop, duet, vibes, nostalgia",5,Energetic
21 Savage,Rich Nigga Shit (feat. Young Thug),https://www.last.fm/music/21+Savage/_/Rich+Nigga+Shit+(feat.+Young+Thug),"Southern Hip Hop, Gangsta Rap, trap, pop rap, Young Thug, Metro Boomin, 21 savage, cloud rap, rnb, 2020","Artist 21 Savage with song Rich Nigga Shit (feat. Young Thug) tagged by:Southern Hip Hop, Gangsta Rap, trap, pop rap, Young Thug, Metro Boomin, 21 savage, cloud rap, rnb, 2020",5,Energetic
Drake,Pussy & Millions (feat. Travis Scott),https://www.last.fm/music/Drake/_/Pussy+&+Millions+(feat.+Travis+Scott),"21 savage, Drake, travis scott, rap, pop rap, rnb, hip hop, 2022, trap","Artist Drake with song Pussy & Millions (feat. Travis Scott) tagged by:21 savage, Drake, travis scott, rap, pop rap, rnb, hip hop, 2022, trap",5,Energetic
Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],https://www.last.fm/music/Young+Thug/_/Hot+(Remix)+%5Bfeat.+Gunna+and+Travis+Scott%5D,"Young Thug, travis scott, gunna, fanfare, trap, Southern Hip Hop, pop rap, plugg, mumble rap, 2019","Artist Young Thug with song Hot (Remix) [feat. Gunna and Travis Scott] tagged by:Young Thug, travis scott, gunna, fanfare, trap, Southern Hip Hop, pop rap, plugg, mumble rap, 2019",5,Energetic
Drake,Knife Talk (with 21 Savage ft. Project Pat),https://www.last.fm/music/Drake/_/Knife+Talk+(with+21+Savage+ft.+Project+Pat),"trap, project pat, Drake, 21 savage, rap, hip hop, Gangsta Rap, memphis rap, 2021, hardcore hip hop","Artist Drake with song Knife Talk (with 21 Savage ft. Project Pat) tagged by:trap, project pat, Drake, 21 savage, rap, hip hop, Gangsta Rap, memphis rap, 2021, hardcore hip hop",5,Energetic
Future,Young Metro,https://www.last.fm/music/Future/_/Young+Metro,"future, Metro Boomin, The Weeknd, 2024","Artist Future with song Young Metro tagged by:future, Metro Boomin, The Weeknd, 2024",6,Calm
Future,Low Life (feat. The Weeknd),https://www.last.fm/music/Future/_/Low+Life+(feat.+The+Weeknd),"cloud rap, trap, trap rap, pop rap, The Weeknd, BITCH ENERGY, rap, future, alternative rnb, Southern Hip Hop","Artist Future with song Low Life (feat. The Weeknd) tagged by:cloud rap, trap, trap rap, pop rap, The Weeknd, BITCH ENERGY, rap, future, alternative rnb, Southern Hip Hop",5,Energetic
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),https://www.last.fm/music/Gym+Class+Heroes/_/Stereo+Hearts+(feat.+Adam+Levine),"Hip-Hop, pop, adam levine, hip hop, gym class heroes, 2011, rnb, 2010s, alternative, alternative hip hop","Artist Gym Class Heroes with song Stereo Hearts (feat. Adam Levine) tagged by:Hip-Hop, pop, adam levine, hip hop, gym class heroes, 2011, rnb, 2010s, alternative, alternative hip hop",5,Energetic
blackbear,hot girl bummer,https://www.last.fm/music/blackbear/_/hot+girl+bummer,"rap, rnb, 2010s, trap, blackbear, 2019, pop, obscene, Confidence, hip hop","Artist blackbear with song hot girl bummer tagged by:rap, rnb, 2010s, trap, blackbear, 2019, pop, obscene, Confidence, hip hop",5,Energetic
Post Malone,Chemical,https://www.last.fm/music/Post+Malone/_/Chemical,"pop rock, pop, guitar, acoustic, groovy, indie rock, indie pop, slow, vocal, calm","Artist Post Malone with song Chemical tagged by:pop rock, pop, guitar, acoustic, groovy, indie rock, indie pop, slow, vocal, calm",1,Determined
Lil Nas X,THATS WHAT I WANT,https://www.last.fm/music/Lil+Nas+X/_/THATS+WHAT+I+WANT,"pop, Hip-Hop, pop rock, rap, 2021, 2020s, Love, goes, acoustic, peak","Artist Lil Nas X with song THATS WHAT I WANT tagged by:pop, Hip-Hop, pop rock, rap, 2021, 2020s, Love, goes, acoustic, peak",5,Energetic
Lil Tecca,Ransom,https://www.last.fm/music/Lil+Tecca/_/Ransom,"2019, 2010s, Lil Tecca, Hip-Hop, ambient synth textures, danceable beats, use of electric pianos, syncopated beats, southern rap roots, subtle use of electric keys","Artist Lil Tecca with song Ransom tagged by:2019, 2010s, Lil Tecca, Hip-Hop, ambient synth textures, danceable beats, use of electric pianos, syncopated beats, southern rap roots, subtle use of electric keys",5,Energetic
A Boogie wit da Hoodie,Drowning (feat. Kodak Black),https://www.last.fm/music/A+Boogie+wit+da+Hoodie/_/Drowning+(feat.+Kodak+Black),"trap, rap, Hip-Hop, rnb, pop rap, Drown, east coast hip hop, alternative rnb, 2017, 2010s","Artist A Boogie wit da Hoodie with song Drowning (feat. Kodak Black) tagged by:trap, rap, Hip-Hop, rnb, pop rap, Drown, east coast hip hop, alternative rnb, 2017, 2010s",5,Energetic
French Montana,Unforgettable,https://www.last.fm/music/French+Montana/_/Unforgettable,"2017, rap, hip hop, rnb, dancehall, afrobeats, 2010s, swae lee, lyrics by a famous rap artist, party","Artist French Montana with song Unforgettable tagged by:2017, rap, hip hop, rnb, dancehall, afrobeats, 2010s, swae lee, lyrics by a famous rap artist, party",5,Energetic
Rae Sremmurd,Black Beatles,https://www.last.fm/music/Rae+Sremmurd/_/Black+Beatles,"trap, rap, hip hop, Southern Hip Hop, pop rap, 2010s, Hip-Hop, mannequin challenge, gucci mane, nostalgia","Artist Rae Sremmurd with song Black Beatles tagged by:trap, rap, hip hop, Southern Hip Hop, pop rap, 2010s, Hip-Hop, mannequin challenge, gucci mane, nostalgia",5,Energetic
21 Savage,Bank Account,https://www.last.fm/music/21+Savage/_/Bank+Account,"2017, 21 savage, rap, Hip-Hop, trap, american, played, mumble rap, 2017 single, 2010s","Artist 21 Savage with song Bank Account tagged by:2017, 21 savage, rap, Hip-Hop, trap, american, played, mumble rap, 2017 single, 2010s",5,Energetic
Offset,Ric Flair Drip (with Metro Boomin),https://www.last.fm/music/Offset/_/Ric+Flair+Drip+(with+Metro+Boomin),"trap, Southern Hip Hop, Ratchet Music, hyphy, cloud rap, pop rap, Metro Boomin, offset, nervous music","Artist Offset with song Ric Flair Drip (with Metro Boomin) tagged by:trap, Southern Hip Hop, Ratchet Music, hyphy, cloud rap, pop rap, Metro Boomin, offset, nervous music",5,Energetic
Migos,Walk It Talk It,https://www.last.fm/music/Migos/_/Walk+It+Talk+It,"rap, trap, Hip-Hop, Gangsta Rap, pop rap, Southern Hip Hop, merda, 2010s, Drake, 2018","Artist Migos with song Walk It Talk It tagged by:rap, trap, Hip-Hop, Gangsta Rap, pop rap, Southern Hip Hop, merda, 2010s, Drake, 2018",5,Energetic
KYLE,iSpy (feat. Lil Yachty),https://www.last.fm/music/KYLE/_/iSpy+(feat.+Lil+Yachty),"rap, pop, c major, upbeat lyrics, a slow moving bass line, melodic part writing, electronica influences, subtle use of electric keys, danceable beats, clear pronunciation","Artist KYLE with song iSpy (feat. Lil Yachty) tagged by:rap, pop, c major, upbeat lyrics, a slow moving bass line, melodic part writing, electronica influences, subtle use of electric keys, danceable beats, clear pronunciation",6,Calm
Post Malone,Wow.,https://www.last.fm/music/Post+Malone/_/Wow.,"rap, Hip-Hop, trap, hip hop, 2010s, 2019, Doom, electronica influences, black metal, pop","Artist Post Malone with song Wow. tagged by:rap, Hip-Hop, trap, hip hop, 2010s, 2019, Doom, electronica influences, black metal, pop",5,Energetic
Lord Huron,The Night We Met,https://www.last.fm/music/Lord+Huron/_/The+Night+We+Met,"indie, folk, indie folk, bumpin, WSUM 91.7 FM Madison, 13 reasons why, novo amor, psychedelic, 2015, Seasonal","Artist Lord Huron with song The Night We Met tagged by:indie, folk, indie folk, bumpin, WSUM 91.7 FM Madison, 13 reasons why, novo amor, psychedelic, 2015, Seasonal",3,Reflective
Adele,Rolling in the Deep,https://www.last.fm/music/Adele/_/Rolling+in+the+Deep,"soul, pop, female vocalists, Adele, british, love at first listen, 2011, singer-songwriter, blues, brilliant","Artist Adele with song Rolling in the Deep tagged by:soul, pop, female vocalists, Adele, british, love at first listen, 2011, singer-songwriter, blues, brilliant",0,Confident
Teddy Swims,Lose Control,https://www.last.fm/music/Teddy+Swims/_/Lose+Control,"soul, pop, rnb, vocals, one track mind, 4stars, emotional, good left undone, playlista rmf fm, us number one","Artist Teddy Swims with song Lose Control tagged by:soul, pop, rnb, vocals, one track mind, 4stars, emotional, good left undone, playlista rmf fm, us number one",3,Reflective
Hozier,Eat Your Young,https://www.last.fm/music/Hozier/_/Eat+Your+Young,"indie rock, my top songs, rock, soft rock, blues, pop rock, soul, 2023, 2020s, horny","Artist Hozier with song Eat Your Young tagged by:indie rock, my top songs, rock, soft rock, blues, pop rock, soul, 2023, 2020s, horny",2,Nostalgic
Alex Warren,Ordinary,https://www.last.fm/music/Alex+Warren/_/Ordinary,"folk, Love, pop, Ballad, us number one, spotify, Musik, coworker music, stomp clap hey, linedance 2025","Artist Alex Warren with song Ordinary tagged by:folk, Love, pop, Ballad, us number one, spotify, Musik, coworker music, stomp clap hey, linedance 2025",3,Reflective
Teddy Swims,The Door,https://www.last.fm/music/Teddy+Swims/_/The+Door,"pop, soul, american, breakup, chacha, Radio, male vocalists, linedance 2024, playlista rmf fm, my top songs","Artist Teddy Swims with song The Door tagged by:pop, soul, american, breakup, chacha, Radio, male vocalists, linedance 2024, playlista rmf fm, my top songs",3,Reflective
Vance Joy,Riptide,https://www.last.fm/music/Vance+Joy/_/Riptide,"folk, indie, australian, alternative, indie folk, 2013, pop, indie pop, singer-songwriter, 2014","Artist Vance Joy with song Riptide tagged by:folk, indie, australian, alternative, indie folk, 2013, pop, indie pop, singer-songwriter, 2014",3,Reflective
Hozier,From Eden,https://www.last.fm/music/Hozier/_/From+Eden,"blues, indie, irish, soul, 2014, 2010s, singer-songwriter, male vocal, love at first listen, alternative","Artist Hozier with song From Eden tagged by:blues, indie, irish, soul, 2014, 2010s, singer-songwriter, male vocal, love at first listen, alternative",3,Reflective
Adele,Love in the Dark,https://www.last.fm/music/Adele/_/Love+in+the+Dark,"soul, pop, sad,  indie, powerful, baroque pop, beautiful, Ballad, strings, adult contemporary","Artist Adele with song Love in the Dark tagged by:soul, pop, sad,  indie, powerful, baroque pop, beautiful, Ballad, strings, adult contemporary",0,Confident
Sam Smith,Stay with Me,https://www.last.fm/music/Sam+Smith/_/Stay+with+Me,"soul, pop, 2014, sam smith, sad, british, love at first listen, 2010s, Ballad, beautiful","Artist Sam Smith with song Stay with Me tagged by:soul, pop, 2014, sam smith, sad, british, love at first listen, 2010s, Ballad, beautiful",3,Reflective
Adele,Chasing Pavements,https://www.last.fm/music/Adele/_/Chasing+Pavements,"soul, female vocalists, pop, british, singer-songwriter, Adele, 00s, beautiful, indie, jazz","Artist Adele with song Chasing Pavements tagged by:soul, female vocalists, pop, british, singer-songwriter, Adele, 00s, beautiful, indie, jazz",0,Confident
Gregory Alan Isakov,Big Black Car,https://www.last.fm/music/Gregory+Alan+Isakov/_/Big+Black+Car,"folk, acoustic, indie, singer-songwriter, americana, indie folk, banjo, colours, american folk, moving","Artist Gregory Alan Isakov with song Big Black Car tagged by:folk, acoustic, indie, singer-songwriter, americana, indie folk, banjo, colours, american folk, moving",3,Reflective
Noah Kahan,"Everywhere, Everything","https://www.last.fm/music/Noah+Kahan/_/Everywhere,+Everything","folk, indie, folk song, most listened to songs of 2023, indie song, january 2023","Artist Noah Kahan with song Everywhere, Everything tagged by:folk, indie, folk song, most listened to songs of 2023, indie song, january 2023",3,Reflective
The Lumineers,Cleopatra,https://www.last.fm/music/The+Lumineers/_/Cleopatra,"american, folk, indie, blues, love at first listen, 2016 single, folk rock, lovethatindiestuff, Test-O-Tag","Artist The Lumineers with song Cleopatra tagged by:american, folk, indie, blues, love at first listen, 2016 single, folk rock, lovethatindiestuff, Test-O-Tag",7,Melancholic
The Lumineers,Ophelia,https://www.last.fm/music/The+Lumineers/_/Ophelia,"indie folk, americana, Driving, folk, spring, piano, alternative, in love, Ballad, god","Artist The Lumineers with song Ophelia tagged by:indie folk, americana, Driving, folk, spring, piano, alternative, in love, Ballad, god",2,Nostalgic
Noah Kahan,Northern Attitude,https://www.last.fm/music/Noah+Kahan/_/Northern+Attitude,"indie, folk, Love, acoustic, indie folk, alternative, ily, folk song, indie song, the rabbit hole","Artist Noah Kahan with song Northern Attitude tagged by:indie, folk, Love, acoustic, indie folk, alternative, ily, folk song, indie song, the rabbit hole",2,Nostalgic
Adele,Rumour Has It,https://www.last.fm/music/Adele/_/Rumour+Has+It,"soul, pop, female vocalists, british, Adele, blues, singer-songwriter, 2011, 10s, clap your hands","Artist Adele with song Rumour Has It tagged by:soul, pop, female vocalists, british, Adele, blues, singer-songwriter, 2011, 10s, clap your hands",0,Confident
Sufjan Stevens,Fourth of July,https://www.last.fm/music/Sufjan+Stevens/_/Fourth+of+July,"folk, indie, indie folk, singer-songwriter, 2015, ambient pop, Heartbreaking, we are all gonna die, sad, sufjan stevens","Artist Sufjan Stevens with song Fourth of July tagged by:folk, indie, indie folk, singer-songwriter, 2015, ambient pop, Heartbreaking, we are all gonna die, sad, sufjan stevens",3,Reflective
Billie Eilish,I Didn't Change My Number,https://www.last.fm/music/Billie+Eilish/_/I+Didn%27t+Change+My+Number,"alternative rnb, electropop, rnb, trip hop, alt-pop, alternative, female vocalists, contemporary rnb, pop, singer-songwriter","Artist Billie Eilish with song I Didn't Change My Number tagged by:alternative rnb, electropop, rnb, trip hop, alt-pop, alternative, female vocalists, contemporary rnb, pop, singer-songwriter",7,Melancholic
Lana Del Rey,In My Feelings,https://www.last.fm/music/Lana+Del+Rey/_/In+My+Feelings,"alternative rnb, pop, trip hop, rnb, trap, trip-hop, alt-pop, trap pop, indie, contemporary folk","Artist Lana Del Rey with song In My Feelings tagged by:alternative rnb, pop, trip hop, rnb, trap, trip-hop, alt-pop, trap pop, indie, contemporary folk",7,Melancholic
Rihanna,Desperado,https://www.last.fm/music/Rihanna/_/Desperado,"rnb, Hip-Hop, alternative rnb, alternative, hip hop, pop, rock, female vocalists, trip hop, trap","Artist Rihanna with song Desperado tagged by:rnb, Hip-Hop, alternative rnb, alternative, hip hop, pop, rock, female vocalists, trip hop, trap",7,Melancholic
Billie Eilish,Lost Cause,https://www.last.fm/music/Billie+Eilish/_/Lost+Cause,"trip hop, indie, rnb, pop, downtempo, soft rock, alternative, jazz, 2021, alternative rnb","Artist Billie Eilish with song Lost Cause tagged by:trip hop, indie, rnb, pop, downtempo, soft rock, alternative, jazz, 2021, alternative rnb",7,Melancholic
Doja Cat,Been Like This,https://www.last.fm/music/Doja+Cat/_/Been+Like+This,"alternative rnb, pop, rnb, indie rock, beautiful, powerful, lyrics, alexcore, trap, strong","Artist Doja Cat with song Been Like This tagged by:alternative rnb, pop, rnb, indie rock, beautiful, powerful, lyrics, alexcore, trap, strong",6,Calm
RAYE,The Thrill Is Gone.,https://www.last.fm/music/RAYE/_/The+Thrill+Is+Gone.,"jazz pop, rnb, pop soul, motown sound, soul, blues, jazz, pop, singer-songwriter, indie","Artist RAYE with song The Thrill Is Gone. tagged by:jazz pop, rnb, pop soul, motown sound, soul, blues, jazz, pop, singer-songwriter, indie",3,Reflective
Reneé Rapp,Why is She Still Here?,https://www.last.fm/music/Rene%C3%A9+Rapp/_/Why+is+She+Still+Here%3F,"pop soul, Ballad, aprhodity, alternative rnb, brighterdayinc, didiclaims","Artist Reneé Rapp with song Why is She Still Here? tagged by:pop soul, Ballad, aprhodity, alternative rnb, brighterdayinc, didiclaims",0,Confident
Tate McRae,Miss possessive,https://www.last.fm/music/Tate+McRae/_/Miss+possessive,"MARCO, contemporary rnb, anitta deposito, my weekly Spotify","Artist Tate McRae with song Miss possessive tagged by:MARCO, contemporary rnb, anitta deposito, my weekly Spotify",6,Calm
Addison Rae,In the Rain,https://www.last.fm/music/Addison+Rae/_/In+the+Rain,"downtempo, contemporary rnb, rnb, electronic, Ambient dub, alt-pop, trip-hop, alt pop, henry, alternative rnb","Artist Addison Rae with song In the Rain tagged by:downtempo, contemporary rnb, rnb, electronic, Ambient dub, alt-pop, trip-hop, alt pop, henry, alternative rnb",7,Melancholic
Ariana Grande,ordinary things (feat. Nonna),https://www.last.fm/music/Ariana+Grande/_/ordinary+things+(feat.+Nonna),"meli, eternal sunshine, notrhuu, rnb, nonna, contemporary rnb, this song is for biel, this song is for bibi, eternal sunshine deluxe, for notrhuu","Artist Ariana Grande with song ordinary things (feat. Nonna) tagged by:meli, eternal sunshine, notrhuu, rnb, nonna, contemporary rnb, this song is for biel, this song is for bibi, eternal sunshine deluxe, for notrhuu",6,Calm
Tyla,Truth or dare,https://www.last.fm/music/Tyla/_/Truth+or+dare,"contemporary rnb, Afropiano, south africa, rnb, isa, afrobeats, tribal, alexcore, when the old BMW beat the Jaguar lol, acheimagra","Artist Tyla with song Truth or dare tagged by:contemporary rnb, Afropiano, south africa, rnb, isa, afrobeats, tribal, alexcore, when the old BMW beat the Jaguar lol, acheimagra",6,Calm
Daft Punk,Aerodynamic,https://www.last.fm/music/Daft+Punk/_/Aerodynamic,"electronic, dance, House, electronica, techno, french, Daft Punk, electro, instrumental, french house","Artist Daft Punk with song Aerodynamic tagged by:electronic, dance, House, electronica, techno, french, Daft Punk, electro, instrumental, french house",1,Determined
Stardust,Music Sounds Better With You,https://www.last.fm/music/Stardust/_/Music+Sounds+Better+With+You,"House, dance, electronic, french house, 90s, french, party, club, stardust, electronica","Artist Stardust with song Music Sounds Better With You tagged by:House, dance, electronic, french house, 90s, french, party, club, stardust, electronica",4,Euphoric
Alice Deejay,Better Off Alone,https://www.last.fm/music/Alice+Deejay/_/Better+Off+Alone,"dance, trance, techno, electronic, eurodance, electronica, 90s, alice deejay, female vocalists, pop","Artist Alice Deejay with song Better Off Alone tagged by:dance, trance, techno, electronic, eurodance, electronica, 90s, alice deejay, female vocalists, pop",7,Melancholic
